F1,F2,F3,F4,X,Y,TARGET,C1,C2,C3,C4
48,85,87,56,-155,167,1021,0,1,1,1
27,85,88,60,-153,176,1021,0,1,1,1
45,91,91,57,-152,169,1021,0,1,1,1
31,85,88,48,-152,166,1021,0,1,1,1
43,85,91,53,-150,158,1021,0,1,1,1
32,85,90,52,-150,157,1021,0,1,1,1
33,91,92,59,-152,162,1021,0,1,1,1
48,94,88,57,-150,153,1021,0,1,1,1
25,97,91,57,-155,166,1021,0,1,1,1
23,91,88,46,-156,165,1021,0,1,1,1
16,97,92,47,-154,165,1021,0,1,1,1
23,94,92,50,-155,163,1021,0,1,1,1
22,97,91,47,-155,164,1021,0,1,1,1
33,94,92,58,-153,168,1021,0,1,1,1
44,91,91,59,-153,158,1021,0,1,1,1
50,91,90,58,-159,167,1021,0,1,1,1
45,82,91,60,-158,173,1021,0,1,1,1
46,94,90,60,-159,52,1021,0,1,1,1
42,97,95,58,-158,175,1021,0,1,1,1
38,100,98,56,-155,163,1021,0,1,1,1
40,97,90,55,-146,149,1021,0,1,1,1
50,91,90,48,-152,160,1021,0,1,1,1
38,91,90,56,-154,161,1021,0,1,1,1
22,91,86,45,-152,156,1021,0,1,1,1
44,91,86,60,-157,165,1021,0,1,1,1
49,88,85,58,-154,165,1021,0,1,1,1
47,88,86,60,-153,160,1021,0,1,1,1
41,88,91,46,-151,160,1021,0,1,1,1
48,91,92,52,-151,159,1021,0,1,1,1
49,94,88,46,-147,153,1021,0,1,1,1
46,94,92,57,-153,168,1021,0,1,1,1
37,94,90,56,-154,162,1021,0,1,1,1
32,97,90,51,-152,158,1021,0,1,1,1
46,94,80,50,-150,160,1021,0,1,1,1
43,100,87,60,-149,154,1021,0,1,1,1
36,100,86,54,-152,155,1021,0,1,1,1
44,100,87,53,-148,152,1021,0,1,1,1
44,100,87,54,-149,153,1021,0,1,1,1
38,100,85,56,-142,158,1021,0,1,1,1
34,94,82,50,-149,164,1021,0,1,1,1
43,91,83,59,-143,155,1021,0,1,1,1
47,91,81,57,-151,13,1021,0,1,1,1
17,97,83,40,-145,141,1021,0,1,1,1
36,94,82,56,-152,129,1021,0,1,1,1
33,97,83,50,-149,143,1021,0,1,1,1
39,97,85,56,-152,33,1021,0,1,1,1
36,85,83,51,-156,42,1021,0,1,1,1
27,100,83,49,-149,133,1021,0,1,1,1
46,88,87,56,-155,159,1021,0,1,1,1
33,94,88,48,-154,13,1021,0,1,1,1
26,100,93,47,-155,164,1021,0,1,1,1
26,100,93,43,-147,123,1021,0,1,1,1
44,100,96,54,-157,171,1021,0,1,1,1
42,100,96,48,-158,47,1021,0,1,1,1
46,85,91,60,-153,126,1021,0,1,1,1
35,94,93,56,-147,160,1021,0,1,1,1
22,100,100,51,-147,155,1021,0,1,1,1
36,91,91,50,-141,154,1021,0,1,1,1
47,100,97,56,-155,116,1021,0,1,1,1
50,100,96,56,-157,164,1021,0,1,1,1
36,97,95,54,-149,160,1021,0,1,1,1
43,97,96,58,-151,167,1021,0,1,1,1
47,100,95,57,-154,38,1021,0,1,1,1
34,94,91,55,-153,157,1021,0,1,1,1
44,94,92,60,-150,51,1021,0,1,1,1
41,91,92,55,-158,93,1021,0,1,1,1
46,97,95,57,-144,157,1021,0,1,1,1
44,85,90,53,-144,26,1021,0,1,1,1
38,97,96,56,-143,160,1021,0,1,1,1
37,94,93,57,-145,48,1021,0,1,1,1
44,88,91,56,-144,118,1021,0,1,1,1
45,91,92,59,-144,164,1021,0,1,1,1
34,100,96,53,-144,164,1021,0,1,1,1
30,100,93,52,-153,165,1021,0,1,1,1
38,97,93,51,33,86,1021,0,1,1,1
44,100,96,56,31,105,1021,0,1,1,1
48,91,95,60,37,107,1021,0,1,1,1
44,94,97,58,34,86,1021,0,1,1,1
20,100,97,49,41,112,1021,0,1,1,1
33,94,97,60,24,92,1021,0,1,1,1
45,97,98,57,20,103,1021,0,1,1,1
16,97,93,52,37,94,1021,0,1,1,1
50,97,91,54,33,98,1021,0,1,1,1
48,100,97,50,51,107,1021,0,1,1,1
44,97,95,58,45,99,1021,0,1,1,1
33,100,93,52,36,101,1021,0,1,1,1
48,97,95,60,41,111,1021,0,1,1,1
44,91,93,57,34,104,1021,0,1,1,1
21,97,92,43,81,115,1021,0,1,1,1
42,100,89,68,142,123,1022,1,1,1,1
47,100,80,82,-84,119,1022,1,1,1,1
40,100,89,86,139,116,1022,1,1,1,1
41,100,96,84,110,114,1022,1,1,1,1
43,100,93,77,134,110,1022,1,1,1,1
27,100,96,93,145,110,1022,1,1,1,1
33,100,94,77,117,114,1022,1,1,1,1
47,100,98,97,115,115,1022,1,1,1,1
42,100,92,82,1,116,1022,1,1,1,1
41,100,97,73,-104,122,1022,1,1,1,1
27,100,98,85,-160,126,1022,1,1,1,1
48,100,96,81,-155,112,1022,1,1,1,1
31,100,94,66,-45,132,1022,1,1,1,1
30,100,88,30,72,134,1022,1,1,1,1
35,100,92,29,-136,132,1022,1,1,1,1
34,100,98,33,17,137,1022,1,1,1,1
28,100,92,39,-88,140,1022,1,1,1,1
26,100,90,32,-80,135,1022,1,1,1,1
39,100,100,20,-116,132,1022,1,1,1,1
41,100,100,33,-70,127,1022,1,1,1,1
34,100,93,19,-62,143,1022,1,1,1,1
30,100,97,25,-95,133,1022,1,1,1,1
37,100,97,41,-32,131,1022,1,1,1,1
44,100,92,21,-59,133,1022,1,1,1,1
37,100,94,37,-47,132,1022,1,1,1,1
45,100,98,43,-148,118,1022,1,1,1,1
20,100,92,36,-131,133,1022,1,1,1,1
26,100,89,6.46E-27,-90,135,1022,1,1,1,1
12,100,86,6.20E-25,-56,138,1022,1,1,1,1
18,100,94,1.36E-20,-94,122,1022,1,1,1,1
29,100,93,4.04E-27,-100,143,1022,1,1,1,1
18,100,90,8.81E-20,-88,138,1022,1,1,1,1
9,100,82,2.38E-22,-111,144,1022,1,1,1,1
41,100,84,8.89E-27,-68,137,1022,1,1,1,1
41,100,96,3.23E-27,-127,133,1022,1,1,1,1
35,100,90,8.27E-25,-111,131,1022,1,1,1,1
35,100,90,1.29E-26,-149,127,1022,1,1,1,1
33,100,100,5.29E-23,-146,107,1022,1,1,1,1
35,100,96,1.59E-22,-139,115,1022,1,1,1,1
19,100,88,2.33E-25,-124,137,1022,1,1,1,1
32,100,92,2.07E-25,-131,112,1022,1,1,1,1
36,100,89,2.07E-25,-41,101,1022,1,1,1,1
23,100,90,8.27E-24,-99,98,1022,1,1,1,1
21,100,88,1.62E-27,-116,110,1022,1,1,1,1
20,100,88,2.07E-25,-125,108,1022,1,1,1,1
38,100,85,1.01E-28,-117,104,1022,1,1,1,1
41,100,92,5.55E-28,-126,110,1022,1,1,1,1
4,100,93,5.42E-20,-104,125,1022,1,1,1,1
46,100,89,5.65E-27,-124,124,1022,1,1,1,1
23,100,96,3.23E-27,-110,120,1022,1,1,1,1
21,100,97,2.90E-24,-129,112,1022,1,1,1,1
32,100,97,6.62E-23,-105,117,1022,1,1,1,1
48,100,97,4.04E-27,-116,106,1022,1,1,1,1
14,100,94,1.86E-24,-119,113,1022,1,1,1,1
26,100,89,3.23E-26,-100,117,1022,1,1,1,1
36,100,97,6.62E-23,-70,117,1022,1,1,1,1
34,100,98,1.65E-24,-125,110,1022,1,1,1,1
39,100,96,5.17E-26,-119,116,1022,1,1,1,1
34,100,100,1.65E-24,-115,112,1022,1,1,1,1
44,100,100,5.05E-29,-117,113,1022,1,1,1,1
18,100,92,1.62E-27,-77,114,1022,1,1,1,1
35,100,100,3.10E-25,-89,117,1022,1,1,1,1
9,100,100,61,-138,116,1022,1,1,1,1
14,100,93,81,-114,131,1022,1,1,1,1
36,100,98,84,-131,102,1022,1,1,1,1
41,100,97,100,-144,106,1022,1,1,1,1
42,100,98,92,-139,107,1022,1,1,1,1
40,100,98,96,-132,102,1022,1,1,1,1
30,100,96,100,-133,104,1022,1,1,1,1
36,100,100,100,-125,104,1022,1,1,1,1
41,100,100,100,-127,109,1022,1,1,1,1
31,100,100,80,-148,117,1022,1,1,1,1
35,100,100,87,-140,120,1022,1,1,1,1
45,100,100,86,-141,111,1022,1,1,1,1
28,100,100,82,-137,110,1022,1,1,1,1
27,100,100,72,-139,109,1022,1,1,1,1
41,100,96,69,-15,118,1022,1,1,1,1
42,100,100,64,-5,101,1022,1,1,1,1
40,100,100,81,-11,97,1022,1,1,1,1
47,100,100,70,-12,105,1022,1,1,1,1
45,100,100,71,-18,107,1022,1,1,1,1
33,100,97,48,-53,134,1022,1,1,1,1
39,100,100,78,-58,130,1022,1,1,1,1
37,100,100,82,20,115,1022,1,1,1,1
41,100,94,89,-140,114,1022,1,1,1,1
34,100,96,84,-14,122,1022,1,1,1,1
40,100,97,94,-9,118,1022,1,1,1,1
13,100,96,100,84,129,1022,1,1,1,1
17,100,97,88,-113,118,1022,1,1,1,1
8,100,94,83,-125,135,1022,1,1,1,1
21,100,96,100,-14,112,1022,1,1,1,1
2,100,88,84,-147,122,1022,1,1,1,1
30,100,93,100,-23,120,1022,1,1,1,1
32,100,93,94,93,116,1022,1,1,1,1
36,100,92,99,-146,118,1022,1,1,1,1
21,100,92,82,-98,117,1022,1,1,1,1
30,100,93,82,-37,115,1022,1,1,1,1
20,100,92,92,-96,106,1022,1,1,1,1
15,100,92,69,-145,117,1022,1,1,1,1
19,100,93,78,159,104,1022,1,1,1,1
38,100,92,80,-155,101,1022,1,1,1,1
30,100,94,86,-163,112,1022,1,1,1,1
26,100,93,87,-41,104,1022,1,1,1,1
23,100,96,83,-112,100,1022,1,1,1,1
35,100,96,100,-128,107,1022,1,1,1,1
20,100,93,82,-142,112,1022,1,1,1,1
28,100,90,93,-94,117,1022,1,1,1,1
15,100,86,79,-140,122,1022,1,1,1,1
17,100,86,97,-115,116,1022,1,1,1,1
36,100,90,77,-139,113,1022,1,1,1,1
7,100,88,76,-154,120,1022,1,1,1,1
13,100,89,77,-155,125,1022,1,1,1,1
19,100,94,93,145,118,1022,1,1,1,1
38,100,92,49,-86,133,1022,1,1,1,1
45,100,93,72,-168,128,1022,1,1,1,1
42,100,92,60,-164,130,1022,1,1,1,1
35,100,89,67,10,139,1022,1,1,1,1
28,89,60,1.78E-15,-159,141,1022,1,1,1,1
46,100,100,67,-36,112,1022,1,1,1,1
43,100,100,63,-54,108,1022,1,1,1,1
33,100,100,68,-125,105,1022,1,1,1,1
48,100,100,87,-163,107,1022,1,1,1,1
40,100,100,100,-118,96,1022,1,1,1,1
39,100,100,92,-69,124,1022,1,1,1,1
32,100,100,54,96,117,1022,1,1,1,1
32,100,100,63,104,112,1022,1,1,1,1
30,100,100,61,93,115,1022,1,1,1,1
21,100,100,42,-114,131,1022,1,1,1,1
25,100,100,63,-142,126,1022,1,1,1,1
29,100,96,85,119,132,1022,1,1,1,1
46,100,100,81,-121,120,1022,1,1,1,1
32,100,100,83,75,118,1022,1,1,1,1
30,100,100,82,-122,118,1022,1,1,1,1
31,100,100,81,-112,121,1022,1,1,1,1
13,100,88,60,-42,132,1022,1,1,1,1
29,100,96,68,-129,115,1022,1,1,1,1
41,100,98,81,-140,108,1022,1,1,1,1
34,100,90,71,147,131,1022,1,1,1,1
36,100,93,66,-64,128,1022,1,1,1,1
44,100,94,85,23,130,1022,1,1,1,1
43,100,97,77,-121,125,1022,1,1,1,1
18,100,90,73,-112,126,1022,1,1,1,1
2.98E-13,100,92,74,-107,132,1022,1,1,1,1
45,100,96,83,-162,125,1022,1,1,1,1
38,100,93,70,1,126,1022,1,1,1,1
24,100,92,72,-161,129,1022,1,1,1,1
29,100,98,72,-157,125,1022,1,1,1,1
31,100,100,64,141,120,1022,1,1,1,1
16,100,94,70,159,138,1022,1,1,1,1
43,100,74,38,79,145,1022,1,1,1,1
47,100,82,37,66,122,1022,1,1,1,1
43,100,88,37,161,129,1022,1,1,1,1
43,100,89,33,-155,137,1022,1,1,1,1
34,100,86,63,148,137,1022,1,1,1,1
21,100,94,65,-109,129,1022,1,1,1,1
17,100,85,69,-119,134,1022,1,1,1,1
8,100,84,71,-113,137,1022,1,1,1,1
10,100,96,71,-102,111,1022,1,1,1,1
17,100,98,66,100,119,1022,1,1,1,1
21,100,100,97,2,122,1022,1,1,1,1
57,96,98,32,3,-1,1023,1,1,1,1
41,96,97,21,4,2,1023,1,1,1,1
55,93,100,29,2,-7,1023,1,1,1,1
54,100,100,27,1,-2,1023,1,1,1,1
69,100,100,35,1,0,1023,1,1,1,1
38,90,100,24,3,2,1023,1,1,1,1
75,100,100,36,4,5,1023,1,1,1,1
67,90,98,27,2,24,1023,1,1,1,1
35,93,98,23,4,22,1023,1,1,1,1
47,90,97,15,4,12,1023,1,1,1,1
52,87,95,25,3,19,1023,1,1,1,1
70,96,98,30,5,8,1023,1,1,1,1
75,93,94,41,4,16,1023,1,1,1,1
70,100,95,36,2,7,1023,1,1,1,1
80,100,97,38,2,5,1023,1,1,1,1
65,96,95,36,3,10,1023,1,1,1,1
43,100,98,19,4,7,1023,1,1,1,1
62,100,97,27,2,11,1023,1,1,1,1
34,96,97,20,3,8,1023,1,1,1,1
42,100,95,28,2,18,1023,1,1,1,1
47,100,95,40,1,28,1023,1,1,1,1
47,100,97,43,2,27,1023,1,1,1,1
45,100,100,16,1,-1,1023,1,1,1,1
41,100,94,30,3,25,1023,1,1,1,1
52,100,95,36,2,23,1023,1,1,1,1
27,100,97,27,4,22,1023,1,1,1,1
46,100,97,36,4,11,1023,1,1,1,1
53,100,98,23,5,7,1023,1,1,1,1
65,100,100,31,2,9,1023,1,1,1,1
55,100,100,27,5,4,1023,1,1,1,1
56,100,100,41,1,19,1023,1,1,1,1
66,100,100,36,2,20,1023,1,1,1,1
59,100,97,40,2,13,1023,1,1,1,1
39,100,97,37,7,4,1023,1,1,1,1
39,100,95,33,6,8,1023,1,1,1,1
45,100,97,39,7,7,1023,1,1,1,1
45,100,95,40,7,14,1023,1,1,1,1
50,100,98,27,5,6,1023,1,1,1,1
53,100,94,40,2,19,1023,1,1,1,1
57,100,94,42,2,18,1023,1,1,1,1
55,100,95,42,2,18,1023,1,1,1,1
65,100,97,40,3,5,1023,1,1,1,1
69,100,95,36,5,23,1023,1,1,1,1
50,100,94,36,0,23,1023,1,1,1,1
45,100,94,28,1,22,1023,1,1,1,1
45,100,97,12,3,10,1023,1,1,1,1
42,100,98,25,4,16,1023,1,1,1,1
55,100,98,41,8,12,1023,1,1,1,1
60,100,97,30,6,17,1023,1,1,1,1
40,100,97,9,5,4,1023,1,1,1,1
43,100,97,31,4,21,1023,1,1,1,1
55,100,98,30,4,20,1023,1,1,1,1
30,100,100,30,5,20,1023,1,1,1,1
47,100,97,43,1,26,1023,1,1,1,1
50,100,97,37,5,23,1023,1,1,1,1
49,100,97,22,5,10,1023,1,1,1,1
44,100,97,22,4,15,1023,1,1,1,1
43,100,98,22,5,11,1023,1,1,1,1
35,100,97,24,5,17,1023,1,1,1,1
37,100,95,31,6,15,1023,1,1,1,1
45,100,95,34,4,20,1023,1,1,1,1
57,100,97,27,5,14,1023,1,1,1,1
72,100,98,20,3,7,1023,1,1,1,1
60,100,98,32,3,25,1023,1,1,1,1
64,100,98,16,2,9,1023,1,1,1,1
27,100,98,23,4,15,1023,1,1,1,1
52,96,98,33,0,28,1023,1,1,1,1
36,100,100,11,5,5,1023,1,1,1,1
31,100,100,27,7,17,1023,1,1,1,1
35,100,98,26,3,26,1023,1,1,1,1
40,96,98,26,5,21,1023,1,1,1,1
29,100,100,25,4,20,1023,1,1,1,1
33,100,100,28,5,24,1023,1,1,1,1
28,100,100,39,5,26,1023,1,1,1,1
33,100,100,14,7,7,1023,1,1,1,1
43,100,100,41,5,18,1023,1,1,1,1
39,100,100,24,7,1,1023,1,1,1,1
56,100,98,34,4,11,1023,1,1,1,1
48,100,97,35,3,11,1023,1,1,1,1
43,100,100,33,5,7,1023,1,1,1,1
60,100,100,35,0,19,1023,1,1,1,1
29,100,98,36,2,23,1023,1,1,1,1
42,100,98,23,3,3,1023,1,1,1,1
39,100,98,41,1,23,1023,1,1,1,1
27,100,95,31,2,16,1023,1,1,1,1
35,100,97,23,2,17,1023,1,1,1,1
49,100,98,38,1,4,1023,1,1,1,1
57,100,100,40,2,4,1023,1,1,1,1
42,100,100,32,5,10,1023,1,1,1,1
30,100,100,27,4,14,1023,1,1,1,1
35,100,100,31,5,17,1023,1,1,1,1
37,100,100,3,4,1,1023,1,1,1,1
37,100,100,17,6,6,1023,1,1,1,1
25,100,100,20,7,6,1023,1,1,1,1
22,100,100,7,4,3,1023,1,1,1,1
33,100,100,20,6,5,1023,1,1,1,1
22,100,100,13,6,6,1023,1,1,1,1
24,100,100,22,7,7,1023,1,1,1,1
27,100,100,27,3,5,1023,1,1,1,1
25,100,100,20,6,9,1023,1,1,1,1
25,100,100,26,5,12,1023,1,1,1,1
29,100,100,12,7,3,1023,1,1,1,1
29,100,100,16,5,2,1023,1,1,1,1
22,100,100,23,7,12,1023,1,1,1,1
22,100,100,6,7,8,1023,1,1,1,1
27,100,100,23,6,9,1023,1,1,1,1
23,100,100,25,10,11,1023,1,1,1,1
22,100,100,32,8,23,1023,1,1,1,1
30,100,100,7,6,9,1023,1,1,1,1
23,100,100,30,8,23,1023,1,1,1,1
25,100,100,18,9,17,1023,1,1,1,1
25,100,100,21,9,17,1023,1,1,1,1
22,100,100,26,9,19,1023,1,1,1,1
26,100,100,32,7,18,1023,1,1,1,1
22,100,100,15,5,13,1023,1,1,1,1
23,100,98,38,4,23,1023,1,1,1,1
22,100,100,17,7,9,1023,1,1,1,1
27,100,100,27,8,11,1023,1,1,1,1
23,100,100,26,10,11,1023,1,1,1,1
22,100,100,26,8,11,1023,1,1,1,1
22,100,100,35,8,14,1023,1,1,1,1
28,100,100,33,6,12,1023,1,1,1,1
27,100,100,37,6,12,1023,1,1,1,1
40,100,100,28,0,12,1023,1,1,1,1
24,100,100,24,4,12,1023,1,1,1,1
22,100,100,40,2,19,1023,1,1,1,1
30,100,100,27,2,11,1023,1,1,1,1
25,100,100,19,7,8,1023,1,1,1,1
54,100,100,26,3,13,1023,1,1,1,1
57,100,100,34,1,12,1023,1,1,1,1
37,100,100,35,5,27,1023,1,1,1,1
40,100,100,19,4,8,1023,1,1,1,1
40,100,100,23,3,18,1023,1,1,1,1
43,100,100,22,4,11,1023,1,1,1,1
22,100,100,25,4,18,1023,1,1,1,1
32,100,100,24,6,13,1023,1,1,1,1
41,100,100,41,0,17,1023,1,1,1,1
37,100,100,36,2,10,1023,1,1,1,1
25,100,100,40,1,15,1023,1,1,1,1
43,100,100,36,2,19,1023,1,1,1,1
23,100,100,22,1,18,1023,1,1,1,1
43,100,100,22,1,12,1023,1,1,1,1
35,100,100,17,2,15,1023,1,1,1,1
25,100,100,25,3,24,1023,1,1,1,1
27,100,100,9,4,9,1023,1,1,1,1
29,100,100,33,2,27,1023,1,1,1,1
32,100,100,20,4,18,1023,1,1,1,1
27,100,100,39,2,29,1023,1,1,1,1
24,100,100,25,5,6,1023,1,1,1,1
26,100,100,23,5,11,1023,1,1,1,1
23,100,100,25,7,8,1023,1,1,1,1
24,100,100,23,8,7,1023,1,1,1,1
25,100,100,19,7,8,1023,1,1,1,1
22,100,100,18,10,6,1023,1,1,1,1
27,100,100,22,7,10,1023,1,1,1,1
31,100,100,43,2,20,1023,1,1,1,1
38,100,100,30,10,12,1023,1,1,1,1
31,100,100,27,7,21,1023,1,1,1,1
28,100,100,30,3,18,1023,1,1,1,1
30,100,100,18,8,12,1023,1,1,1,1
1.56E-13,19,2,5,-157,152,1024,1,1,1,1
5.33E-15,19,10,6.78E-21,-153,125,1024,1,1,1,1
2.46E-11,22,5,5,-152,142,1024,1,1,1,1
1.67E-16,22,7,26,-155,146,1024,1,1,1,1
2.67E-05,6,3,9,-152,141,1024,1,1,1,1
29,29,3,0.5,-144,146,1024,1,1,1,1
40,25,16,11,-147,148,1024,1,1,1,1
19,29,11,11,-148,149,1024,1,1,1,1
35,35,8,19,-132,135,1024,1,1,1,1
2,25,8,22,-153,150,1024,1,1,1,1
4,29,13,13,-148,150,1024,1,1,1,1
2.17E-19,25,8,25,-134,135,1024,1,1,1,1
22,29,10,24,-138,139,1024,1,1,1,1
3.64E-12,25,5.42E-20,30,-121,128,1024,1,1,1,1
39,25,5.82E-26,21,-130,130,1024,1,1,1,1
22,25,3,23,-130,133,1024,1,1,1,1
25,25,6.72E-25,27,-123,127,1024,1,1,1,1
29,29,1.53E-05,23,-136,137,1024,1,1,1,1
18,25,0.00390625,14,-139,140,1024,1,1,1,1
25,25,5,15,-129,131,1024,1,1,1,1
28,25,5,15,-147,152,1024,1,1,1,1
22,25,3.39E-20,2,-150,164,1024,1,1,1,1
8,25,3.39E-20,2,-140,-138,1024,1,1,1,1
0.019042969,22,3.39E-20,30,-148,-157,1024,1,1,1,1
2,19,5,1.09E-11,-148,-65,1024,1,1,1,1
2.91E-11,25,7,7,-147,-67,1024,1,1,1,1
6,25,15,11,-149,-9,1024,1,1,1,1
34,0.01171875,15,11,-149,159,1024,1,1,1,1
30,25,15,3,-145,153,1024,1,1,1,1
34,29,15,30,-132,134,1024,1,1,1,1
46,25,1,23,-139,143,1024,1,1,1,1
53,25,13,14,-143,148,1024,1,1,1,1
54,29,15,14,-148,157,1024,1,1,1,1
30,29,6,9,-153,159,1024,1,1,1,1
23,29,6,13,-142,148,1024,1,1,1,1
33,25,8,21,-130,132,1024,1,1,1,1
29,25,8.81E-20,26,-130,132,1024,1,1,1,1
32,22,13,26,-137,145,1024,1,1,1,1
48,19,6,10,-142,148,1024,1,1,1,1
45,16,7,23,-149,155,1024,1,1,1,1
35,25,8,48,-141,147,1024,1,1,1,1
34,22,10,9,-143,-109,1024,1,1,1,1
19,22,12,2,-148,72,1024,1,1,1,1
7.5,25,8,11,-152,162,1024,1,1,1,1
38,29,8,26,-147,159,1024,1,1,1,1
40,29,8,19,-141,148,1024,1,1,1,1
34,25,8,10,-151,158,1024,1,1,1,1
49,22,3,9,-146,158,1024,1,1,1,1
49,25,11,33,-150,163,1024,1,1,1,1
32,25,15,45,-146,152,1024,1,1,1,1
37,25,8,35,-146,155,1024,1,1,1,1
7,29,8,24,-149,145,1024,1,1,1,1
28,29,21,54,-84,124,1024,1,1,1,1
54,25,8,33,-142,147,1024,1,1,1,1
28,25,8,44,-148,148,1024,1,1,1,1
39,25,11,16,-138,137,1024,1,1,1,1
53,29,24,17,-135,137,1024,1,1,1,1
45,32,3.64E-11,28,-155,148,1024,1,1,1,1
45,32,22,38,-148,147,1024,1,1,1,1
41,22,18,28,-145,143,1024,1,1,1,1
1.11E-16,22,18,16,-153,157,1024,1,1,1,1
43,19,22,26,-150,155,1024,1,1,1,1
30,29,20,19,-143,141,1024,1,1,1,1
38,25,20,26,-125,128,1024,1,1,1,1
51,25,34,26,-140,139,1024,1,1,1,1
39,29,25,22,-149,152,1024,1,1,1,1
20,25,26,28,-152,156,1024,1,1,1,1
30,25,27,35,-144,142,1024,1,1,1,1
37,29,25,23,-149,145,1024,1,1,1,1
33,29,13,26,-144,142,1024,1,1,1,1
18,25,16,18,-145,152,1024,1,1,1,1
37,25,20,34,-144,153,1024,1,1,1,1
38,25,13,41,-111,124,1024,1,1,1,1
48,25,21,33,-134,143,1024,1,1,1,1
38,25,18,2,-139,152,1024,1,1,1,1
39,25,8,25,-143,156,1024,1,1,1,1
39,29,7,4.37E-11,-151,-132,1024,1,1,1,1
33,29,27,47,-99,125,1024,1,1,1,1
37,25,29,41,-101,115,1024,1,1,1,1
41,32,29,50,-144,141,1024,1,1,1,1
12,25,31,43,-102,127,1024,1,1,1,1
48,25,25,28,-151,148,1024,1,1,1,1
39,29,25,43,-144,144,1024,1,1,1,1
46,25,20,17,-160,167,1024,1,1,1,1
43,25,25,48,-158,152,1024,1,1,1,1
43,22,29,38,-134,134,1024,1,1,1,1
40,25,26,26,-159,159,1024,1,1,1,1
7,29,7.63E-17,24,-157,158,1024,1,1,1,1
32,29,7.63E-17,21,-160,169,1024,1,1,1,1
27,22,25,21,-125,135,1024,1,1,1,1
51,29,30,32,-147,151,1024,1,1,1,1
27,25,21,28,-144,145,1024,1,1,1,1
34,29,30,41,-143,143,1024,1,1,1,1
53,25,31,30,-135,136,1024,1,1,1,1
41,32,34,48,-142,141,1024,1,1,1,1
46,25,31,33,-141,141,1024,1,1,1,1
53,29,30,33,-149,146,1024,1,1,1,1
22,29,30,40,-155,167,1024,1,1,1,1
44,29,30,47,-142,141,1024,1,1,1,1
37,22,27,50,-149,152,1024,1,1,1,1
53,29,32,38,-140,140,1024,1,1,1,1
50,25,25,23,-138,148,1024,1,1,1,1
49,25,29,50,-132,137,1024,1,1,1,1
45,25,30,43,-78,121,1024,1,1,1,1
43,19,22,54,-136,140,1024,1,1,1,1
25,22,16,26,-142,145,1024,1,1,1,1
46,19,17,21,-138,142,1024,1,1,1,1
50,22,27,37,-142,140,1024,1,1,1,1
44,25,36,46,-71,114,1024,1,1,1,1
46,25,36,50,-119,129,1024,1,1,1,1
32,22,20,35,-146,156,1024,1,1,1,1
35,29,34,41,-131,134,1024,1,1,1,1
29,32,31,27,-146,160,1024,1,1,1,1
37,25,32,39,-148,17,1024,1,1,1,1
50,25,32,38,-152,163,1024,1,1,1,1
35,25,32,26,-151,162,1024,1,1,1,1
51,25,34,52,-154,161,1024,1,1,1,1
50,25,35,53,-149,159,1024,1,1,1,1
39,25,35,53,-141,143,1024,1,1,1,1
51,29,37,33,-129,133,1024,1,1,1,1
46,25,35,54,-116,122,1024,1,1,1,1
50,32,37,50,-106,118,1024,1,1,1,1
45,4.47E-08,36,52,-123,132,1024,1,1,1,1
44,29,29,40,-112,130,1024,1,1,1,1
46,29,31,47,-136,139,1024,1,1,1,1
51,25,24,52,-103,121,1024,1,1,1,1
50,32,34,42,-119,130,1024,1,1,1,1
27,3,30,51,-144,146,1024,1,1,1,1
49,29,29,35,-122,127,1024,1,1,1,1
37,25,24,48,-112,130,1024,1,1,1,1
49,25,26,41,-104,118,1024,1,1,1,1
44,29,31,47,-136,139,1024,1,1,1,1
44,32,35,35,-110,126,1024,1,1,1,1
38,25,29,42,-139,145,1024,1,1,1,1
34,32,30,54,-125,134,1024,1,1,1,1
37,29,31,51,-102,118,1024,1,1,1,1
8.88E-16,35,34,46,-133,135,1024,1,1,1,1
50,32,36,37,-136,137,1024,1,1,1,1
50,32,32,40,-143,147,1024,1,1,1,1
54,29,29,50,-143,147,1024,1,1,1,1
45,32,30,36,-137,144,1024,1,1,1,1
49,0.2734375,29,45,-129,134,1024,1,1,1,1
48,9,36,40,-130,134,1024,1,1,1,1
43,32,35,52,-117,125,1024,1,1,1,1
38,25,11,26,-140,146,1024,1,1,1,1
38,25,21,19,-143,153,1024,1,1,1,1
7.30E-07,29,31,28,-132,134,1024,1,1,1,1
35,29,25,30,-123,128,1024,1,1,1,1
38,25,35,54,-112,129,1024,1,1,1,1
51,32,32,53,-127,130,1024,1,1,1,1
39,25,27,8,-137,148,1024,1,1,1,1
35,29,36,49,-123,128,1024,1,1,1,1
25,29,29,50,-137,142,1024,1,1,1,1
34,32,32,24,-152,162,1024,1,1,1,1
53,38,35,28,-153,169,1024,1,1,1,1
53,35,32,44,-148,154,1024,1,1,1,1
45,32,18,33,-146,156,1024,1,1,1,1
54,32,29,45,-150,166,1024,1,1,1,1
37,35,29,45,-139,148,1024,1,1,1,1
33,32,29,34,-150,149,1024,1,1,1,1
100,10,42,100,160,158,1025,0,1,1,1
98,17,58,100,163,163,1025,0,1,1,1
100,21,57,100,168,167,1025,0,1,1,1
100,17,50,100,169,155,1025,0,1,1,1
100,14,57,100,170,170,1025,0,1,1,1
100,14,48,100,146,155,1025,0,1,1,1
93,17,57,100,151,151,1025,0,1,1,1
